display_first_last,birthdate,school,country,height,weight,season_exp,jersey,position,rosterstatus,team_name,draft_year,draft_round,draft_number,greatest_75_flag
Brett Vroman,1955-12-25 00:00:00,UNLV,USA,7-0,220.0,1.0,52,Center,Inactive,Jazz,1978,4,87,N
Nikola Vucevic,1990-10-24 00:00:00,Southern California,Montenegro,6-10,260.0,11.0,9,Center,Active,Bulls,2011,1,16,N
Sasha Vujacic,1984-03-08 00:00:00,Udine,Slovenia,6-7,195.0,11.0,18,Guard,Inactive,Lakers,2004,1,27,N
Dwyane Wade,1982-01-17 00:00:00,Marquette,USA,6-4,220.0,17.0,3,Guard,Inactive,Heat,2003,1,5,Y
Mark Wade,1965-10-15 00:00:00,UNLV,USA,5-11,160.0,2.0,10,Guard,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Von Wafer,1985-07-21 00:00:00,Florida State,USA,6-5,209.0,8.0,1,Guard,Inactive,Rockets,2005,2,39,N
Franz Wagner,2001-08-27 00:00:00,Michigan,Germany,6-10,220.0,1.0,22,Forward,Active,Magic,2021,1,8,N
Moritz Wagner,1997-04-26 00:00:00,Michigan,Germany,6-11,245.0,4.0,21,Forward-Center,Active,Magic,2018,1,25,N
Ish Wainright,1994-09-12 00:00:00,Baylor,USA,6-5,250.0,1.0,12,Forward,Active,Suns,Undrafted,Undrafted,Undrafted,N
Dion Waiters,1991-12-10 00:00:00,Syracuse,USA,6-3,210.0,9.0,18,Guard,Inactive,Cavaliers,2012,1,4,N
Granville Waiters,1961-01-08 00:00:00,Ohio State,USA,6-11,225.0,5.0,31,Center,Inactive,Pacers,1983,2,39,N
Andre Wakefield,1955-01-11 00:00:00,Loyola-Chicago,USA,6-2,175.0,2.0,15,Guard,Inactive,Pistons,1978,5,107,N
Andy Walker,1955-03-25 00:00:00,Niagara,USA,6-4,190.0,1.0,41,Guard,Inactive,Jazz,1976,7,111,N
Antoine Walker,1976-08-12 00:00:00,Kentucky,USA,6-9,245.0,13.0,24,Forward,Inactive,Celtics,1996,1,6,N
Chet Walker,1940-02-22 00:00:00,Bradley,USA,6-7,212.0,13.0,25,Forward,Inactive,76ers,1962,2,12,N
Darrell Walker,1961-03-09 00:00:00,Arkansas,USA,6-4,180.0,10.0,20,Guard,Inactive,Bullets,1983,1,12,N
Foots Walker,1951-05-21 00:00:00,West Georgia,USA,6-1,172.0,10.0,1,Guard,Inactive,Cavaliers,1974,3,38,N
Jabari Walker,2002-07-30 00:00:00,Colorado,USA,6-7,200.0,0.0,34,Forward,Active,Trail Blazers,2022,2,57,N
Jimmy Walker,1944-04-08 00:00:00,Providence,USA,6-3,195.0,9.0,24,Guard,Inactive,Pistons,1967,1,1,N
Phil Walker,1956-03-20 00:00:00,Millersville,USA,6-3,180.0,1.0,20,Guard,Inactive,Bullets,1977,2,39,N
Lonnie Walker IV,1998-12-14 00:00:00,Miami,USA,6-4,204.0,4.0,4,Guard-Forward,Active,Lakers,2018,1,18,N
Ben Wallace,1974-09-10 00:00:00,Virginia Union,USA,6-9,240.0,17.0,6,Forward-Center,Inactive,Pistons,Undrafted,Undrafted,Undrafted,N
Gerald Wallace,1982-07-23 00:00:00,Alabama,USA,6-7,220.0,15.0,45,Forward,Inactive,Bobcats,2001,1,25,N
John Wallace,1974-02-09 00:00:00,Syracuse,USA,6-9,225.0,8.0,22,Forward,Inactive,Raptors,1996,1,18,N
Dwight Waller,1945-10-05 00:00:00,Tennessee State,USA,6-6,220.0,1.0,16-34,Forward,Inactive,Hawks,1968,10,131,N
Jamie Waller,1964-11-20 00:00:00,Virginia Union,USA,6-4,215.0,1.0,15,Forward,Inactive,Nets,1987,3,48,N
Bill Walton,1952-11-05 00:00:00,UCLA,USA,6-11,210.0,10.0,32,Center,Inactive,Trail Blazers,1974,1,1,Y
Lloyd Walton,1953-11-23 00:00:00,Marquette,USA,6-0,160.0,5.0,11  12,Guard,Inactive,Bucks,1976,3,40,N
Perry Warbington,1952-09-07 00:00:00,Georgia Southern,USA,6-2,165.0,1.0,22,Guard,Inactive,76ers,1974,9,145,N
Gerry Ward,1941-09-06 00:00:00,Boston College,USA,6-4,195.0,4.0,6,Guard,Inactive,Bulls,1963,1,5,N
Henry Ward,1952-01-30 00:00:00,Jackson State,USA,6-4,195.0,1.0,15,Guard,Inactive,Spurs,1975,6,99,N
Jim Ware,1944-05-02 00:00:00,Oklahoma City,USA,6-7,210.0,2.0,27,Forward,Inactive,Royals,1966,3,26,N
Bob Warlick,1941-03-20 00:00:00,Pepperdine,USA,6-5,200.0,4.0,23,Guard,Inactive,Warriors,Undrafted,Undrafted,Undrafted,N
Cornell Warner,1948-08-12 00:00:00,Jackson State,USA,6-9,220.0,7.0,20-30,Forward,Inactive,Bucks,1970,2,24,N
T.J. Warren,1993-09-05 00:00:00,North Carolina State,USA,6-8,220.0,7.0,21,Forward,Active,Suns,2014,1,14,N
Willie Warren,1989-10-22 00:00:00,Oklahoma,USA,6-4,203.0,2.0,13,Guard,Inactive,Clippers,2010,2,54,N
Bryan Warrick,1959-07-22 00:00:00,St. Joseph's (PA),USA,6-5,195.0,4.0,12,Guard,Inactive,Bullets,1982,2,25,N
Chris Washburn,1965-05-13 00:00:00,North Carolina State,USA,6-11,225.0,2.0,50,Center,Inactive,Warriors,1986,1,3,N
Bobby Washington,1947-07-11 00:00:00,Eastern Kentucky,USA,5-11,175.0,2.0,17,Guard,Inactive,Cavaliers,Undrafted,Undrafted,Undrafted,N
Duane Washington,1964-08-31 00:00:00,Middle Tennessee State,USA,6-4,195.0,2.0,10,Guard,Inactive,Nets,1987,2,36,N
Dwayne Washington,1964-01-06 00:00:00,Syracuse,USA,6-2,190.0,3.0,31,Guard,Inactive,Nets,1986,1,13,N
Eric Washington,1974-03-24 00:00:00,Alabama,USA,6-4,190.0,3.0,14,Forward-Guard,Inactive,Nuggets,1997,2,46,N
Jim Washington,1943-07-01 00:00:00,Villanova,USA,6-7,210.0,11.0,12,Forward,Inactive,Hawks,1965,1,6,N
Kermit Washington,1951-09-17 00:00:00,American,USA,6-8,230.0,10.0,3,Forward,Inactive,Lakers,1973,1,5,N
P.J. Washington,1998-08-23 00:00:00,Kentucky,USA,6-7,230.0,3.0,25,Forward,Active,Hornets,2019,1,12,N
Richard Washington,1955-07-15 00:00:00,UCLA,USA,6-10,220.0,6.0,31,Forward,Inactive,Kings,1976,1,3,N
Stan Washington,1952-01-23 00:00:00,San Diego,USA,6-4,190.0,1.0,20,Guard,Inactive,Bullets,1974,4,66,N
Wilson Washington,1955-08-03 00:00:00,Old Dominion,USA,6-9,227.0,2.0,42,Forward,Inactive,Nets,1977,2,25,N
Duane Washington Jr.,2000-03-24 00:00:00,Ohio State,Germany,6-2,197.0,1.0,4,Guard,Active,Knicks,Undrafted,Undrafted,Undrafted,N
TyTy Washington Jr.,2001-11-15 00:00:00,Kentucky,USA,6-3,195.0,0.0,0,Guard,Active,Rockets,2022,1,29,N
Lindy Waters III,1997-07-28 00:00:00,Oklahoma State,USA,6-6,210.0,1.0,12,Forward,Active,Thunder,Undrafted,Undrafted,Undrafted,N
Darryl Watkins,1984-11-08 00:00:00,Syracuse,USA,6-11,258.0,3.0,31,Center,Inactive,Kings,Undrafted,Undrafted,Undrafted,N
Earl Watson,1979-06-12 00:00:00,UCLA,USA,6-1,199.0,13.0,17,Guard,Inactive,Thunder,2001,2,39,N
Peyton Watson,2002-09-11 00:00:00,UCLA,USA,6-7,200.0,0.0,8,Guard,Active,Nuggets,2022,1,30,N
Slick Watts,1951-07-22 00:00:00,Xavier of Louisiana,USA,6-1,175.0,6.0,00,Guard,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
Travis Wear,1990-09-21 00:00:00,UCLA,USA,6-10,225.0,3.0,21,Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Nick Weatherspoon,1950-07-20 00:00:00,Illinois,USA,6-7,195.0,7.0,12,Forward,Inactive,Bullets,1973,1,13,N
Quinndary Weatherspoon,1996-09-10 00:00:00,Mississippi State,USA,6-3,205.0,4.0,15,Guard,Inactive,Warriors,2019,2,49,N
Briante Weber,1992-12-29 00:00:00,Va Commonwealth,USA,6-2,165.0,4.0,3,Guard,Inactive,Rockets,Undrafted,Undrafted,Undrafted,N
Martell Webster,1986-12-04 00:00:00,Seattle Preparatory HS (WA),USA,6-7,230.0,11.0,9,Forward-Guard,Inactive,Trail Blazers,2005,1,6,N
Marvin Webster,1952-04-13 00:00:00,Morgan State,USA,7-1,225.0,9.0,40,Center,Inactive,Knicks,1975,1,3,N
Scott Wedman,1952-07-29 00:00:00,Colorado,USA,6-7,215.0,13.0,8,Forward,Inactive,Kings,1974,1,6,N
Brant Weidner,1960-10-28 00:00:00,William & Mary,USA,6-9,230.0,1.0,25,Forward,Inactive,Spurs,1983,4,90,N
Bob Weiss,1942-05-07 00:00:00,Penn State,USA,6-3,180.0,12.0,8,Guard,Inactive,Bulls,1965,3,22,N
Rick Weitzman,1946-04-30 00:00:00,Northeastern,USA,6-2,175.0,1.0,26,Guard,Inactive,Celtics,1967,10,110,N
Bubba Wells,1974-07-26 00:00:00,Austin Peay,USA,6-5,230.0,1.0,35,Forward,Inactive,Mavericks,1997,2,34,N
Owen Wells,1950-12-09 00:00:00,Detroit,USA,6-7,200.0,1.0,30,Forward,Inactive,Rockets,1974,5,77,N
Ralph Wells,1940-09-03 00:00:00,Northwestern,USA,6-1,180.0,1.0,23,Guard,Inactive,Zephyrs,Undrafted,Undrafted,Undrafted,N
Chris Welp,1964-01-02 00:00:00,Washington,USA,7-0,245.0,3.0,40,Center,Inactive,76ers,1987,1,16,N
Thomas Welsh,1996-02-03 00:00:00,UCLA,USA,7-0,255.0,2.0,45,Center,Inactive,Nuggets,2018,2,58,N
Robert Werdann,1970-09-12 00:00:00,St. John's,USA,6-11,250.0,2.0,41,Center,Inactive,Nuggets,1992,2,46,N
Blake Wesley,2003-03-16 00:00:00,Notre Dame,USA,6-4,185.0,0.0,14,Guard,Active,Spurs,2022,1,25,N
David Wesley,1970-11-14 00:00:00,Baylor,USA,6-1,203.0,15.0,4,Guard,Inactive,Hornets,Undrafted,Undrafted,Undrafted,N
Walt Wesley,1945-01-25 00:00:00,Kansas,USA,6-11,220.0,10.0,21,Center,Inactive,Royals,1966,1,6,N
Delonte West,1983-07-26 00:00:00,St. Joseph's (PA),USA,6-3,180.0,9.0,13,Guard,Inactive,Celtics,2004,1,24,N
Jerry West,1938-05-28 00:00:00,West Virginia,USA,6-3,175.0,14.0,44,Guard,Inactive,Lakers,1960,1,2,Y
Mario West,1984-06-19 00:00:00,Georgia Tech,USA,6-5,210.0,5.0,6,Guard,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Roland West,1944-06-06 00:00:00,Cincinnati,USA,6-4,178.0,1.0,15,Guard,Inactive,Bullets,1967,20,162,N
Paul Westphal,1950-11-30 00:00:00,Southern California,USA,6-4,195.0,12.0,44,Guard,Inactive,Suns,1972,1,10,N
John Wetzel,1944-10-22 00:00:00,Virginia Tech,USA,6-5,190.0,7.0,25,Guard,Inactive,Hawks,1966,8,75,N
DeJuan Wheat,1973-10-14 00:00:00,Louisville,USA,6-0,165.0,2.0,6,Guard,Inactive,Grizzlies,1997,2,51,N
Clinton Wheeler,1959-10-27 00:00:00,William Paterson,USA,6-1,185.0,2.0,11,Guard,Inactive,Pacers,1981,7,150,N
DJ White,1986-08-31 00:00:00,Indiana,USA,6-9,250.0,6.0,8,Forward,Inactive,Bobcats,2008,1,29,N
Derrick White,1994-07-02 00:00:00,Colorado,USA,6-4,190.0,5.0,9,Guard,Active,Celtics,2017,1,29,N
Eric White,1965-12-30 00:00:00,Pepperdine,USA,6-8,200.0,2.0,12,Forward,Inactive,Clippers,1987,3,65,N
Hubie White,1940-01-26 00:00:00,Villanova,USA,6-4,205.0,2.0,23,Guard,Inactive,Warriors,1962,2,14,N
Jack White,1997-08-05 00:00:00,Duke,Australia,6-7,225.0,0.0,10,Forward,Active,Nuggets,Undrafted,Undrafted,Undrafted,N
James White,1982-10-21 00:00:00,Cincinnati,USA,6-7,215.0,4.0,4,Guard-Forward,Inactive,Knicks,2006,2,31,N
Jojo White,1946-11-16 00:00:00,Kansas,USA,6-3,190.0,12.0,10,Guard,Inactive,Celtics,1969,1,9,N
Randy White,1967-11-04 00:00:00,Louisiana Tech,USA,6-8,240.0,5.0,52,Forward,Inactive,Mavericks,1989,1,8,N
Rory White,1959-08-16 00:00:00,South Alabama,USA,6-8,210.0,5.0,22,Forward,Inactive,Clippers,1982,4,86,N
Tony White,1965-02-15 00:00:00,Tennessee,USA,6-2,170.0,1.0,4,Guard,Inactive,Warriors,1987,2,33,N
Isaiah Whitehead,1995-03-08 00:00:00,Seton Hall,USA,6-4,213.0,3.0,12,Guard,Inactive,Nets,2016,2,42,N
Jerome Whitehead,1956-09-30 00:00:00,Marquette,USA,6-10,220.0,11.0,6,Center,Inactive,Warriors,1978,2,41,N
Hassan Whiteside,1989-06-13 00:00:00,Marshall,USA,7-0,265.0,11.0,21,Center,Inactive,Jazz,2010,2,33,N
Dwayne Whitfield,1972-08-21 00:00:00,Jackson State,USA,6-7,240.0,1.0,23,Forward,Inactive,Raptors,1995,2,40,N
Charles Whitney,1957-06-22 00:00:00,North Carolina State,USA,6-5,235.0,2.0,43,Forward,Inactive,Kings,1980,1,16,N
Chris Whitney,1971-10-05 00:00:00,Clemson,USA,6-0,175.0,12.0,12,Guard,Inactive,Wizards,1993,2,47,N
Shayne Whittington,1991-03-27 00:00:00,Western Michigan,USA,6-11,250.0,3.0,42,Forward-Center,Inactive,Pacers,Undrafted,Undrafted,Undrafted,N
Bob Wiesenhahn,1938-12-22 00:00:00,Cincinnati,USA,6-4,215.0,1.0,71,Forward,Inactive,Royals,1961,2,11,N
Aaron Wiggins,1999-01-02 00:00:00,Maryland,USA,6-5,190.0,1.0,21,Guard,Active,Thunder,2021,2,55,N
Andrew Wiggins,1995-02-23 00:00:00,Kansas,Canada,6-7,197.0,8.0,22,Forward,Active,Warriors,2014,1,1,N
Mitchell Wiggins,1959-09-28 00:00:00,Florida State,USA,6-4,185.0,6.0,23,Guard,Inactive,Rockets,1983,1,23,N
Ken Wilburn,1944-06-08 00:00:00,Central State,USA,6-6,195.0,2.0,9,Forward,Inactive,Bulls,1966,4,39,N
C.J. Wilcox,1990-12-30 00:00:00,Washington,USA,6-5,195.0,4.0,23,Guard,Inactive,Clippers,2014,1,28,N
Chris Wilcox,1982-09-03 00:00:00,Maryland,USA,6-10,235.0,12.0,44,Forward-Center,Inactive,Clippers,2002,1,8,N
Gene Wiley,1937-11-12 00:00:00,Wichita State,USA,6-10,210.0,4.0,12,Center,Inactive,Lakers,1962,2,15,N
Morlon Wiley,1966-09-24 00:00:00,Long Beach State,USA,6-4,185.0,7.0,11,Guard,Inactive,Mavericks,1988,2,46,N
Win Wilfong,1932-03-18 00:00:00,Memphis,USA,6-2,185.0,4.0,41,Guard,Inactive,Royals,1957,1,4,N
Bob Wilkerson,1954-08-15 00:00:00,Indiana,USA,6-6,195.0,7.0,33,Guard,Inactive,Nuggets,1976,1,11,N
Jamaal Wilkes,1953-05-02 00:00:00,UCLA,USA,6-6,190.0,12.0,52,Forward,Inactive,Lakers,1974,1,11,N
James Wilkes,1958-03-12 00:00:00,UCLA,USA,6-7,195.0,3.0,34,Forward,Inactive,Bulls,1980,3,50,N
Dominique Wilkins,1960-01-12 00:00:00,Georgia,USA,6-8,230.0,15.0,21,Forward,Inactive,Hawks,1982,1,3,Y
Eddielee Wilkins,1962-05-07 00:00:00,Gardner-Webb,USA,6-10,220.0,6.0,55,Center,Inactive,Knicks,1984,6,133,N
Dale Wilkinson,1960-03-18 00:00:00,Idaho State,USA,6-10,220.0,1.0,38,Forward,Inactive,Clippers,1982,10,221,N
Alan Williams,1993-01-28 00:00:00,California-Santa Barbara,USA,6-8,265.0,5.0,15,Forward-Center,Inactive,Suns,Undrafted,Undrafted,Undrafted,N
Arthur Williams,1939-09-29 00:00:00,California State-Poly Pomona,USA,6-1,180.0,7.0,7,Guard,Inactive,Celtics,Undrafted,Undrafted,Undrafted,N
Bernie Williams,1945-12-30 00:00:00,La Salle,USA,6-3,175.0,2.0,35,Guard,Inactive,Rockets,1969,2,21,N
Bob Williams,1931-05-12 00:00:00,Florida A&M,USA,6-6,230.0,2.0,33,Forward,Inactive,Lakers,Undrafted,Undrafted,Undrafted,N
Brandon Williams,1999-11-22 00:00:00,Arizona,USA,6-2,190.0,2.0,8,Guard,Inactive,Trail Blazers,Undrafted,Undrafted,Undrafted,N
Buck Williams,1960-03-08 00:00:00,Maryland,USA,6-8,225.0,17.0,52,Forward,Inactive,Nets,1981,1,3,N
C.J. Williams,1990-02-06 00:00:00,North Carolina State,USA,6-5,226.0,3.0,12,Guard,Inactive,Clippers,2012,0,0,N
Chuckie Williams,1953-12-31 00:00:00,Kansas State,USA,6-3,180.0,1.0,15,Guard,Inactive,Cavaliers,1976,1,15,N
Cliff Williams,1945-04-15 00:00:00,Bowling Green,USA,6-3,180.0,1.0,12,Guard,Inactive,Pistons,Undrafted,Undrafted,Undrafted,N
Corey Williams,1977-08-08 00:00:00,Oklahoma State,USA,6-3,190.0,2.0,12,Guard,Inactive,Bulls,1992,2,33,N
Deron Williams,1984-06-26 00:00:00,Illinois,USA,6-3,200.0,13.0,31,Guard,Inactive,Jazz,2005,1,3,N
Don Williams,1956-08-02 00:00:00,Notre Dame,USA,6-2,180.0,1.0,20,Guard,Inactive,Jazz,1978,5,96,N
Earl Williams,1951-03-24 00:00:00,Winston-Salem State,USA,6-7,230.0,4.0,52,Center,Inactive,Suns,1974,3,49,N
Frank Williams,1980-02-25 00:00:00,Illinois,USA,6-3,212.0,4.0,30,Guard,Inactive,Knicks,2002,1,25,N
Freeman Williams,1956-05-15 00:00:00,Portland State,USA,6-4,190.0,6.0,20,Guard,Inactive,Clippers,1978,1,8,N
Grant Williams,1998-11-30 00:00:00,Tennessee,USA,6-6,236.0,3.0,12,Forward,Active,Celtics,2019,1,22,N
Gus Williams,1953-10-10 00:00:00,Southern California,USA,6-2,175.0,11.0,1,Guard,Inactive,SuperSonics,1975,2,20,N
Guy Williams,1960-07-01 00:00:00,Washington State,USA,6-9,200.0,2.0,34,Forward,Inactive,Bullets,1983,2,34,N
Herb Williams,1958-02-16 00:00:00,Ohio State,USA,6-11,260.0,18.0,32,Center,Inactive,Pacers,1981,1,14,N
Hot Rod Williams,1962-08-09 00:00:00,Tulane,USA,6-11,245.0,13.0,18,Center,Inactive,Cavaliers,1985,2,45,N
Jalen Williams,2001-04-14 00:00:00,Santa Clara,USA,6-5,211.0,0.0,8,Guard-Forward,Active,Thunder,2022,1,12,N
Jay Williams,1981-09-10 00:00:00,Duke,USA,6-2,195.0,1.0,22,Guard,Inactive,Bulls,2002,1,2,N
Jaylin Williams,2002-06-29 00:00:00,Arkansas,USA,6-9,240.0,0.0,6,Forward,Active,Thunder,2022,2,34,N
Jerome Williams,1973-05-10 00:00:00,Georgetown,USA,6-9,206.0,10.0,31,Forward-Center,Inactive,Pistons,1996,1,26,N
John Williams,1966-10-26 00:00:00,Louisiana State,USA,6-8,235.0,8.0,24,Forward,Inactive,Bullets,1986,1,12,N
Jordan Williams,1990-10-11 00:00:00,Maryland,USA,6-10,260.0,2.0,20,Center,Inactive,Nets,2011,2,36,N
Kenny Williams,1969-06-09 00:00:00,Elizabeth City State,USA,6-9,205.0,4.0,44,Forward,Inactive,Pacers,1990,2,46,N
Kenrich Williams,1994-12-02 00:00:00,TCU,USA,6-6,210.0,4.0,34,Guard-Forward,Active,Thunder,Undrafted,Undrafted,Undrafted,N
Kevin Williams,1961-09-11 00:00:00,St. John's,USA,6-2,175.0,5.0,42,Guard,Inactive,SuperSonics,1983,2,46,N
Marcus Williams,1985-12-03 00:00:00,Connecticut,USA,6-3,205.0,5.0,5,Guard,Inactive,Nets,2006,1,22,N
Marcus Williams,1986-11-18 00:00:00,Arizona,USA,6-7,207.0,3.0,2,Guard,Inactive,Clippers,2007,2,33,N
Mark Williams,2001-12-16 00:00:00,Duke,USA,7-0,240.0,0.0,5,Center,Active,Hornets,2022,1,15,N
Marvin Williams,1986-06-19 00:00:00,North Carolina,USA,6-8,237.0,16.0,20,Forward,Inactive,Hawks,2005,1,2,N
Milt Williams,1945-11-22 00:00:00,Lincoln (MO),USA,6-2,182.0,3.0,12,Guard,Inactive,SuperSonics,1968,17,202,N
Mo Williams,1982-12-19 00:00:00,Alabama,USA,6-1,198.0,14.0,52,Guard,Inactive,Bucks,2003,2,47,N
Monty Williams,1971-10-08 00:00:00,Notre Dame,USA,6-8,225.0,10.0,5,Forward,Inactive,Magic,1994,1,24,N
Nate Williams,1950-05-02 00:00:00,Utah State,USA,6-4,215.0,8.0,33,Guard,Inactive,Kings,1976,5,69,N
Pete Williams,1965-03-10 00:00:00,Arizona,USA,6-7,190.0,2.0,31,Forward,Inactive,Nuggets,1985,4,89,N
Ray Williams,1954-10-14 00:00:00,Minnesota,USA,6-3,188.0,10.0,13,Guard,Inactive,Knicks,1977,1,10,N
Rickey Williams,1957-03-12 00:00:00,Long Beach State,USA,6-1,175.0,1.0,25,Guard,Inactive,Jazz,1978,10,190,N
Ron Williams,1944-09-24 00:00:00,West Virginia,USA,6-3,188.0,8.0,15,Guard,Inactive,Warriors,1968,1,9,N
Sam Williams,1945-01-22 00:00:00,Iowa,USA,6-3,180.0,2.0,3,Guard,Inactive,Bucks,1968,3,35,N
Sean Williams,1986-09-13 00:00:00,Boston College,USA,6-10,235.0,5.0,56,Forward-Center,Inactive,Nets,2007,1,17,N
Shawne Williams,1986-02-16 00:00:00,Memphis,USA,6-10,230.0,8.0,3,Forward,Inactive,Pacers,2006,1,17,N
Sly Williams,1958-01-26 00:00:00,Rhode Island,USA,6-7,210.0,7.0,35,Forward,Inactive,Knicks,1979,1,21,N
Terrence Williams,1987-06-28 00:00:00,Louisville,USA,6-6,220.0,5.0,55,Guard-Forward,Inactive,Nets,2009,1,11,N
Troy Williams,1994-12-30 00:00:00,Indiana,USA,6-7,218.0,4.0,19,Forward,Inactive,Grizzlies,Undrafted,Undrafted,Undrafted,N
Ward Williams,1923-06-26 00:00:00,Indiana,USA,6-4,195.0,1.0,25,Forward,Inactive,Pistons,1948,1,8,N
Willie Williams,1946-07-28 00:00:00,Florida State,USA,6-7,200.0,1.0,11  15,Forward,Inactive,Celtics,1970,3,38,N
Vince Williams Jr.,2000-08-30 00:00:00,Virginia Commonwealth,USA,6-4,205.0,0.0,5,Guard,Active,Grizzlies,2022,2,47,N
Corliss Williamson,1973-12-04 00:00:00,Arkansas,USA,6-7,245.0,13.0,34,Forward,Inactive,Kings,1995,1,13,N
John Williamson,1951-11-10 00:00:00,New Mexico State,USA,6-2,185.0,5.0,23,Guard,Inactive,Nets,1973,6,96,N
Zion Williamson,2000-07-06 00:00:00,Duke,USA,6-6,284.0,2.0,1,Forward,Active,Pelicans,2019,1,1,N
Kevin Willis,1962-09-06 00:00:00,Michigan State,USA,7-0,245.0,22.0,45,Center-Forward,Inactive,Hawks,1984,1,11,N
Bob Wilson,1926-03-08 00:00:00,West Virginia State,USA,6-4,185.0,1.0,12,Guard,Inactive,Hawks,Undrafted,Undrafted,Undrafted,N
Bobby Wilson,1951-01-15 00:00:00,Wichita State,USA,6-2,175.0,4.0,7,Guard,Inactive,Bulls,1974,3,52,N
Isaiah Wilson,1948-05-31 00:00:00,Baltimore,USA,6-2,175.0,1.0,10,Guard,Inactive,Pistons,1971,2,29,N
Othell Wilson,1961-10-26 00:00:00,Virginia,USA,6-0,190.0,2.0,2,Guard,Inactive,Warriors,1984,2,35,N
Rick Wilson,1956-02-07 00:00:00,Louisville,USA,6-4,200.0,2.0,42,Guard,Inactive,Hawks,1978,2,25,N
Thomas Wilson,1955-08-07 00:00:00,Western Carolina,USA,6-3,175.0,1.0,17,Guard,Inactive,Warriors,1978,5,101,N
Trevor Wilson,1968-03-16 00:00:00,UCLA,USA,6-7,210.0,4.0,30,Forward,Inactive,Kings,1990,2,36,N
Kennard Winchester,1966-09-03 00:00:00,Averett,USA,6-5,210.0,3.0,20,Forward,Inactive,Rockets,Undrafted,Undrafted,Undrafted,N
Tony Windis,1933-01-27 00:00:00,Wyoming,USA,6-1,160.0,1.0,10,Guard,Inactive,Pistons,1959,5,32,N
John Windsor,1940-04-03 00:00:00,Stanford,USA,6-8,215.0,1.0,15,Forward,Inactive,Warriors,1962,5,39,N
Lee Winfield,1947-02-04 00:00:00,North Texas,USA,6-2,174.0,7.0,3,Guard,Inactive,SuperSonics,1969,3,32,N
Harthorne Wingo,1947-09-09 00:00:00,Friendship (SC),USA,6-6,210.0,4.0,43,Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Marv Winkler,1948-02-18 00:00:00,Louisiana-Lafayette,USA,6-1,164.0,1.0,5,Guard,Inactive,Bucks,1970,3,50,N
Justise Winslow,1996-03-26 00:00:00,Duke,USA,6-6,222.0,7.0,26,Forward-Guard,Active,Trail Blazers,2015,1,10,N
Cassius Winston,1998-02-28 00:00:00,Michigan State,USA,6-1,185.0,3.0,5,Guard,Inactive,Wizards,2020,2,53,N
Brian Winters,1952-03-01 00:00:00,South Carolina,USA,6-4,185.0,9.0,32,Guard,Inactive,Bucks,1974,1,12,N
Willie Wise,1947-03-03 00:00:00,Drake,USA,6-6,210.0,2.0,42,Forward,Inactive,Nuggets,1969,5,64,N
James Wiseman,2001-03-31 00:00:00,Memphis,USA,7-0,240.0,1.0,33,Center,Active,Pistons,2020,1,2,N
Randy Wittman,1959-10-28 00:00:00,Indiana,USA,6-6,210.0,9.0,14,Guard,Inactive,Hawks,1983,1,22,N
Garry Witts,1959-07-03 00:00:00,Holy Cross,USA,6-7,190.0,1.0,20,Guard,Inactive,Bullets,1981,5,103,N
Dave Wohl,1949-11-02 00:00:00,Pennsylvania,USA,6-2,185.0,7.0,15,Guard,Inactive,Rockets,1971,3,46,N
Ruben Wolkowyski,1973-09-30 00:00:00,Estudiantes de Olavarria,Argentina,6-10,275.0,2.0,45,Forward,Inactive,SuperSonics,Undrafted,Undrafted,Undrafted,N
Al Wood,1958-06-02 00:00:00,North Carolina,USA,6-6,193.0,6.0,4,Guard,Inactive,SuperSonics,1981,1,4,N
Christian Wood,1995-09-27 00:00:00,UNLV,USA,6-9,214.0,6.0,35,Forward,Active,Mavericks,Undrafted,Undrafted,Undrafted,N
Howard Wood,1959-05-20 00:00:00,Tennessee,USA,6-7,235.0,1.0,33,Forward,Inactive,Jazz,1981,2,27,N
Loren Woods,1978-06-21 00:00:00,Arizona,USA,7-2,260.0,7.0,33,Center,Inactive,Timberwolves,2001,2,45,N
Qyntel Woods,1981-02-16 00:00:00,Northeast Mississippi CC,USA,6-8,220.0,4.0,6,Forward-Guard,Inactive,Trail Blazers,2002,1,21,N
Mike Woodson,1958-03-24 00:00:00,Indiana,USA,6-5,195.0,11.0,2,Guard,Inactive,Kings,1980,1,12,N
Kenny Wooten,1998-04-17 00:00:00,Oregon,USA,6-8,235.0,1.0,45,Forward,Inactive,Knicks,Undrafted,Undrafted,Undrafted,N
Tom Workman,1944-11-14 00:00:00,Seattle,USA,6-7,218.0,3.0,23,Forward,Inactive,Bullets,1967,1,8,N
Metta World Peace,1979-11-13 00:00:00,St. John's,USA,6-7,260.0,18.0,37,Forward,Inactive,Lakers,1999,1,16,N
James Worthy,1961-02-27 00:00:00,North Carolina,USA,6-9,225.0,12.0,42,Forward,Inactive,Lakers,1982,1,1,Y
Bracey Wright,1984-07-01 00:00:00,Indiana,USA,6-3,201.0,2.0,6,Guard,Inactive,Timberwolves,2005,2,47,N
